model,brand,colors,approx_price_EUR,img_url,display_size,display_type,CPU,RAM
Pop 2 (5),alcatel,Black/White| Platinum Silver| Ash Gray| Volcano Black,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-5.jpg,480 x 854 pixels (~196 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Pop 2 (4),alcatel,Full White| Black/White| Ash Gray| Volcano Black,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-4.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz,512 MB RAM
Pop 2 (4.5) Dual SIM,alcatel,Lemon Yellow| Lavender| Jade Green| Cozy Red| Aqua Blue| White| Platinum Silver| Ash Gray| Volcano Black,180,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-45.jpg,480 x 854 pixels (~218 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,1 GB RAM
Pop 2 (4.5),alcatel,Lemon Yellow| Lavender| Jade Green| Cozy Red| Aqua Blue| White| Platinum Silver| Ash Gray| Volcano Black,130,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-2-45.jpg,480 x 854 pixels (~218 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,1 GB RAM
Fierce 2,alcatel,Black,90,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fierce2.jpg,540 x 960 pixels (~220 ppi pixel density),Capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Evolve 2,alcatel,Black,60,http://cdn2.gsmarena.com/vv/bigpic/alcatel-evolve2.jpg,480 x 800 pixels (~233 ppi pixel density),Capacitive touchscreen  16M colors,Dual-core 1.3 GHz,512 MB RAM
POP 8S,alcatel,White| Black/ color back panels,250,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-8s-1.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen,Quad-core 1.2 GHz Cortex-A53,1 GB RAM
Hero 8,alcatel,Dark Gray,280,http://cdn2.gsmarena.com/vv/bigpic/alcatel-hero-8.jpg,1200 x 1920 pixels (~283 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A7,2 GB RAM
Hero 2,alcatel,Dark Gray,460,http://cdn2.gsmarena.com/vv/bigpic/alcatel-hero-2.jpg,1080 x 1920 pixels (~367 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A7,2 GB RAM
Pixi 2,alcatel,Full White| Bluish Black,80,http://cdn2.gsmarena.com/vv/bigpic/Alcatel-One-Touch-Pixi-2-1.jpg,320 x 480 pixels (~165 ppi pixel density),TFT capacitive touchscreen  256K colors,Dual-core 1.0 GHz,512 MB RAM
Pop D5,alcatel,Black/White| Platinum Silver| Ash Gray| Volcano Black,100,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-d5.jpg,480 x 854 pixels (~218 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.3 GHz,512 MB RAM
Pop C2,alcatel,Bluish Black| Pure White,40,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-c2.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  256K colors,Dual-core 1.3 GHz,512 MB RAM
Pixi 8,alcatel,Bluish Black| Chocolate| Aubergine,100,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-8.jpg,800 x 1280 pixels (~189 ppi pixel density),TFT capacitive touchscreen,,1 GB RAM (LATAM)
2012,alcatel,Dark Chocolate,50,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2012.jpg,240 x 320 pixels (~143 ppi pixel density),TFT  256K colors,,
2010,alcatel,Anthracite| Apple Green| Coralline Fresh| Rose Fresh| Turquoise Iron gray| Pure White,50,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2010.jpg,240 x 320 pixels (~167 ppi pixel density),TFT  256K colors,,64 MB RAM
2052,alcatel,Black,50,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2052.jpg,128 x 160 pixels (~114 ppi pixel density),TFT,460 MHz,
2040,alcatel,Black,30,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2040.jpg,240 x 320 pixels (~167 ppi pixel density),TFT  256K colors,,4 MB RAM
2005,alcatel,Anthracite| Coralline| Fresh Rose| Apple Green| OfficerTurquoise| White,20,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2005.jpg,240 x 320 pixels (~167 ppi pixel density),TFT  256K colors,,
POP 7S,alcatel,White| Black/ color back panels,190,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-7s.jpg,600 x 1024 pixels (~170 ppi pixel density),IPS LCD capacitive touchscreen,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
Pixi 7,alcatel,Bluish Black| Gun Gray/ Color Skins,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-7.jpg,540 x 960 pixels (~157 ppi pixel density),TFT capacitive touchscreen,Dual-core 1.2 GHz,1 GB RAM (LATAM)| 512 MB RAM (EMEA)
Pop S9,alcatel,Midnight Blue| Dark Chocolate| Dark Aubergine| White/ purple| green| red| orange| yellow back panels,280,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-s9-new.jpg,720 x 1280 pixels (~249 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Pop S7,alcatel,Midnight Blue| Dark Chocolate| Dark Aubergine| White/ purple| green| red| orange| yellow back panels,140,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-s7-new.jpg,540 x 960 pixels (~220 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz,1 GB RAM
Pop S3,alcatel,Midnight Blue| Dark  Chocolate| Dark Aubergine| White| Red|  Orange| Yellow| Green| Purple,120,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-s3-new.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Fire 7,alcatel,Black,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-7-new.jpg,540 x 960 pixels (~157 ppi pixel density),Capacitive touchscreen,Dual-core 1.2 GHz,
Fire S,alcatel,Black,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-s.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Fire E,alcatel,Slate| Dark Chocolate| Mozilla Orange,70,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-e.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.2 GHz,512 MB RAM
Fire C,alcatel,Mozilla Orange| White/Bluish Black| White,30,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-c.jpg,320 x 480 pixels (~165 ppi pixel density),TFT capacitive touchscreen  256K colors,Dual-core 1.2 GHz,512 MB RAM
Idol 2 S,alcatel,Slate| Chocolate| White,280,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2s-new.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Idol 2,alcatel,Slate| Chocolate| White| Hot pink,200,http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol2-new.jpg,540 x 960 pixels (~220 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz,1 GB RAM (Single SIM)/ 16 GB| 1 GB RAM (Dual SIM)
Idol 2 Mini S,alcatel,Slate| Chocolate| White| Hot pink| Cloudy,200,http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol2-mini-s-new.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM (6036A| 6036X)/ 8 GB| 1 GB RAM (6036Y)
Idol 2 Mini,alcatel,Cloudy| White| Hot Pink| Slate,160,http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol2-mini-new.jpg,540 x 960 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM (Single SIM)/ 8 GB| 1 GB RAM (Dual SIM)
Pop Fit,alcatel,Red| Hot Pink| Slate| Fresh Turquoise| Flash Yellow,90,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-fit-new.jpg,240 x 320 pixels (~143 ppi pixel density),TFT capacitive touchscreen  256K colors,Dual-core 1.0 GHz,512 MB RAM
2001,alcatel,White| Black,60,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2001-new.jpg,240 x 320 pixels (~167 ppi pixel density),TFT  256K colors,,
2000,alcatel,White| Black,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-2000.jpg,240 x 320 pixels (~167 ppi pixel density),TFT  256K colors,,
Idol X+,alcatel,Black| White,290,http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-x-plus-new.jpg,1080 x 1920 pixels (~441 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core 2.0 GHz Cortex-A7,2 GB RAM
Pop C9,alcatel,Bluish Black| Cherry Red| Full White| Hot Pink| Fresh Turquoise,140,http://cdn2.gsmarena.com/vv/bigpic/alcatel-c9-new.jpg,540 x 960 pixels (~200 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz,1 GB RAM
POP 8,alcatel,White,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop8.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,1 GB RAM
POP 7,alcatel,White,160,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop7.jpg,600 x 1024 pixels (~170 ppi pixel density),TFT capacitive touchscreen  16M colors,Dual-core 1.3 GHz Cortex-A7,1 GB RAM
Fierce,alcatel,Slate| Silver,110,http://cdn2.gsmarena.com/vv/bigpic/alcatel-one-touch-fierce.jpg,540 x 960 pixels (~245 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
Evolve,alcatel,Black,70,http://cdn2.gsmarena.com/vv/bigpic/alcatel-one-touch-evolve.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  16M colors,1.0 GHz Cortex-A9,512 MB RAM
Pop C7,alcatel,Black,130,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-c7.jpg,480 x 854 pixels (~196 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.3 GHz,512 MB RAM/ 1 GB RAM (7041X)
Pop C5,alcatel,White,100,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-c5.jpg,480 x 854 pixels (~218 ppi pixel density),TFT capacitive touchscreen  16M colors,Dual-core 1.3 GHz,512 MB RAM
Pop C3,alcatel,Bluish Black| Pure White| Hot Pink,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-c3-new.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  256K colors,Dual-core 1.3 GHz Cortex-A7,512 MB RAM
Pop C1,alcatel,Green| Pink,70,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-c1-new.jpg,320 x 480 pixels (~165 ppi pixel density),TFT capacitive touchscreen  256K colors,Dual-core 1.0 GHz,512 MB RAM
Idol Alpha,alcatel,Slate| Soft Gold/Matte| Soft Gold/Brushed| Pink Gold/Brushed,360,http://cdn2.gsmarena.com/vv/bigpic/alcatel-alpha-new.jpg,720 x 1280 pixels (~312 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
